sex age period CancerCM POP
2 10 25 32 1900812
2 10 26 40 1915235
2 10 27 35 1930809
2 10 28 46 1968787
2 10 29 50 2021562
2 10 30 39 2082028
2 10 31 47 2079037
2 10 32 40 2055410
2 10 33 46 2018864
2 10 34 49 1986189
2 10 35 27 1974742
2 10 36 28 1951590
2 11 1 94 2029485
2 11 2 95 2065099
2 11 3 90 2033082
2 11 4 76 2006883
2 11 5 69 1983887
2 11 6 72 1912938
2 11 7 75 1809144
2 11 8 47 1768850
2 11 9 55 1733030
2 11 10 57 1764490
2 11 11 65 1803781
2 11 12 56 1836935
2 11 13 51 1689137
2 11 14 32 1595867
2 11 15 39 1554455
2 11 16 48 1588673
2 11 17 37 1564830
2 11 18 52 1634533
2 11 19 48 1647569
2 11 20 38 1697734
2 11 21 37 1793713
2 11 22 39 1800558
2 11 23 33 1851615
2 11 24 30 1861087
2 11 25 45 1832224
2 11 26 49 1897787
2 11 27 41 1914746
2 11 28 40 1931562
2 11 29 57 1969840
2 11 30 48 2032929
2 11 31 41 2089764
2 11 32 48 2086723
2 11 33 48 2063125
2 11 34 35 2025220
2 11 35 37 1992410
2 11 36 34 1981122
2 12 1 86 2049379
2 12 2 103 2042781
2 12 3 69 2074912
2 12 4 83 2039248
2 12 5 74 2010570
2 12 6 58 1983204
2 12 7 66 1908228
2 12 8 42 1803289
2 12 9 68 1760631
2 12 10 51 1726215
2 12 11 59 1761785
2 12 12 65 1799877
2 12 13 60 1832890
2 12 14 51 1686215
2 12 15 56 1594004
2 12 16 37 1553115
2 12 17 41 1587213
2 12 18 36 1564807
2 12 19 42 1634151
2 12 20 44 1650172
2 12 21 35 1710187
2 12 22 40 1809406
2 12 23 40 1819085
2 12 24 43 1870588
2 12 25 40 1880578
2 12 26 59 1852916
2 12 27 39 1921150
2 12 28 39 1939101
2 12 29 44 1956197
2 12 30 44 1986192
2 12 31 49 2040461
2 12 32 41 2097270
2 12 33 45 2094243
2 12 34 42 2064051
2 12 35 41 2031265
2 12 36 51 1998644
2 13 1 86 2058132
2 13 2 73 2060785
2 13 3 90 2054403
2 13 4 93 2087049
2 13 5 78 2052497
2 13 6 72 2022937
2 13 7 89 1994952
2 13 8 71 1921693
2 13 9 62 1816904
2 13 10 54 1777842
2 13 11 42 1739800
2 13 12 78 1774644
2 13 13 61 1812234
2 13 14 68 1845951
2 13 15 45 1699115
2 13 16 38 1606540
2 13 17 53 1565819
2 13 18 44 1600753
2 13 19 37 1578173
2 13 20 54 1652838
2 13 21 43 1675356
2 13 22 47 1735584
2 13 23 38 1835449
2 13 24 53 1842341
2 13 25 45 1891531
2 13 26 40 1899838
2 13 27 45 1871047
2 13 28 40 1937137
2 13 29 37 1952202
2 13 30 49 1973251
2 13 31 54 1993703
2 13 32 61 2047965
2 13 33 68 2104762
2 13 34 42 2095240
2 13 35 58 2070080
2 13 36 46 2037467
2 14 1 88 2086599
2 14 2 107 2093470
2 14 3 99 2094410
2 14 4 92 2086255
2 14 5 85 2118455
2 14 6 94 2080381
2 14 7 79 2047811
2 14 8 82 2019586
2 14 9 74 1944053
2 14 10 81 1834097
2 14 11 79 1787260
2 14 12 70 1747792
2 14 13 60 1781444
2 14 14 69 1819219
2 14 15 62 1852935
2 14 16 66 1706149
2 14 17 54 1613443
2 14 18 56 1573269
2 14 19 46 1607599
2 14 20 52 1588101
2 14 21 56 1669805
2 14 22 65 1694002
2 14 23 55 1756085
2 14 24 58 1855309
2 14 25 59 1861064
2 14 26 43 1910849
2 14 27 60 1919602
2 14 28 60 1890275
2 14 29 46 1955864
2 14 30 47 1966192
2 14 31 49 1980916
2 14 32 46 2001366
2 14 33 59 2055618
2 14 34 58 2130142
2 14 35 58 2101358
2 14 36 40 2076379
2 15 1 115 2010220
2 15 2 81 2084981
2 15 3 124 2093787
2 15 4 113 2096841
2 15 5 107 2091518
2 15 6 78 2124319
2 15 7 83 2087346
2 15 8 98 2058757
2 15 9 82 2032784
2 15 10 80 1960229
2 15 11 64 1852070
2 15 12 66 1803658
2 15 13 81 1762740
2 15 14 57 1796348
2 15 15 49 1834370
2 15 16 61 1868182
2 15 17 55 1720673
2 15 18 46 1628030
2 15 19 63 1587227
2 15 20 57 1627572
2 15 21 54 1613582
2 15 22 54 1697162
2 15 23 56 1722099
2 15 24 60 1782880
2 15 25 58 1880931
2 15 26 50 1886348
2 15 27 58 1935982
2 15 28 56 1944188
2 15 29 48 1913334
2 15 30 62 1959704
2 15 31 56 1973975
2 15 32 47 1988724
2 15 33 36 2009156
2 15 34 57 2051384
2 15 35 55 2136229
2 15 36 50 2107713
2 16 1 100 1972155
2 16 2 119 2001665
2 16 3 111 2078563
2 16 4 96 2089929
2 16 5 102 2096348
2 16 6 92 2091945
2 16 7 92 2126321
2 16 8 95 2094020
2 16 9 80 2068177
2 16 10 86 2039573
2 16 11 78 1961068
2 16 12 85 1852918
2 16 13 64 1804128
2 16 14 60 1763851
2 16 15 77 1797994
2 16 16 68 1836481
2 16 17 63 1870152
2 16 18 68 1724059
2 16 19 43 1631424
2 16 20 64 1595041
2 16 21 69 1638425
2 16 22 56 1625396
2 16 23 58 1709267
2 16 24 57 1731917
2 16 25 49 1790684
2 16 26 59 1888035
2 16 27 60 1892807
2 16 28 68 1941225
2 16 29 77 1948049
2 16 30 54 1939288
2 16 31 60 1967913
2 16 32 59 1982225
2 16 33 45 1996963
2 16 34 67 2019220
2 16 35 51 2057891
2 16 36 57 2142783
2 17 1 107 1944364
2 17 2 139 1983502
2 17 3 105 2012242
2 17 4 110 2088534
2 17 5 107 2099650
2 17 6 101 2103363
2 17 7 113 2096972
2 17 8 89 2132619
2 17 9 107 2099495
2 17 10 104 2063104
2 17 11 99 2034707
2 17 12 94 1960890
2 17 13 77 1856837
2 17 14 68 1812860
2 17 15 65 1777247
2 17 16 68 1815712
2 17 17 77 1859000
2 17 18 71 1899073
2 17 19 64 1756034
2 17 20 65 1666424
2 17 21 51 1631264
2 17 22 54 1672781
2 17 23 68 1656989
2 17 24 57 1735934
2 17 25 53 1754177
2 17 26 59 1809018
2 17 27 56 1903130
2 17 28 61 1903658
2 17 29 68 1947136
2 17 30 53 1947452
2 17 31 53 1948735
2 17 32 55 1977404
2 17 33 53 1991681
2 17 34 53 1996871
2 17 35 59 2026670
2 17 36 51 2065513
2 18 1 117 1916698
2 18 2 99 1965523
2 18 3 111 2000187
2 18 4 100 2024287
2 18 5 95 2096616
2 18 6 89 2101117
2 18 7 113 2098845
2 18 8 92 2089906
2 18 9 77 2120578
2 18 10 110 2087663
2 18 11 100 2056322
2 18 12 94 2028471
2 18 13 78 1954636
2 18 14 90 1851374
2 18 15 57 1807933
2 18 16 64 1772616
2 18 17 67 1810621
2 18 18 64 1854826
2 18 19 60 1893402
2 18 20 61 1755990
2 18 21 58 1660034
2 18 22 55 1632308
2 18 23 63 1679536
2 18 24 63 1667117
2 18 25 58 1750360
2 18 26 61 1774688
2 18 27 67 1836601
2 18 28 42 1936778
2 18 29 48 1942583
2 18 30 60 1973893
2 18 31 62 1958230
2 18 32 69 1959795
2 18 33 61 1988278
2 18 34 55 2003609
2 18 35 54 2005355
2 18 36 43 2035312
2 19 1 92 1897102
2 19 2 111 1952341
2 19 3 110 2008915
2 19 4 94 2051308
2 19 5 112 2083791
2 19 6 100 2164054
2 19 7 95 2175021
2 19 8 80 2182588
2 19 9 91 2180746
2 19 10 95 2230806
2 19 11 86 2191701
2 19 12 99 2162595
2 19 13 85 2136562
2 19 14 85 2062711
2 19 15 88 1956662
2 19 16 76 1912796
2 19 17 76 1878456
2 19 18 81 1923024
2 19 19 87 1972245
2 19 20 76 2010482
2 19 21 68 1864004
2 19 22 64 1760923
2 19 23 59 1728246
2 19 24 60 1771183
2 19 25 49 1752980
2 19 26 60 1835134
2 19 27 55 1856646
2 19 28 58 1915146
2 19 29 59 2010467
2 19 30 75 2003239
2 19 31 57 1986394
2 19 32 70 1971399
2 19 33 58 1973711
2 19 34 67 2010954
2 19 35 70 2014094
2 19 36 58 2015646
2 20 1 117 1872253
2 20 2 99 1918750
2 20 3 100 1970431
2 20 4 98 2023217
2 20 5 106 2062331
2 20 6 120 2089589
2 20 7 104 2164455
2 20 8 93 2173688
2 20 9 90 2176821
2 20 10 100 2178872
2 20 11 75 2219444
2 20 12 108 2179855
2 20 13 89 2151136
2 20 14 96 2124270
2 20 15 84 2049354
2 20 16 78 1943943
2 20 17 87 1900428
2 20 18 68 1868622
2 20 19 77 1911479
2 20 20 73 1983876
2 20 21 79 1998586
2 20 22 78 1859958
2 20 23 71 1762315
2 20 24 57 1729709
2 20 25 66 1772205
2 20 26 81 1756029
2 20 27 60 1838771
2 20 28 69 1859281
2 20 29 94 1915294
2 20 30 60 1992710
2 20 31 72 2017883
2 20 32 70 2001858
2 20 33 66 1986827
2 20 34 58 1970646
2 20 35 66 2022783
2 20 36 54 2026401
2 21 1 97 1754919
2 21 2 117 1821840
2 21 3 105 1869758
2 21 4 104 1922717
2 21 5 111 1977713
2 21 6 101 2018135
2 21 7 110 2046717
2 21 8 108 2125869
2 21 9 110 2138076
2 21 10 102 2145940
2 21 11 99 2142473
2 21 12 131 2182071
2 21 13 112 2143396
2 21 14 86 2115041
2 21 15 95 2088251
2 21 16 83 2015788
2 21 17 66 1913009
2 21 18 97 1871916
2 21 19 80 1840219
2 21 20 78 1875420
2 21 21 92 1943703
2 21 22 96 1962728
2 21 23 82 1831408
2 21 24 61 1735974
2 21 25 62 1704647
2 21 26 79 1748166
2 21 27 67 1736573
2 21 28 89 1818475
2 21 29 80 1838440
2 21 30 82 1903327
2 21 31 79 2009449
2 21 32 91 2034640
2 21 33 68 2018930
2 21 34 66 2001215
2 21 35 87 1983711
2 21 36 81 2036784
2 22 1 138 1750131
2 22 2 121 1749472
2 22 3 133 1816774
2 22 4 98 1865011
2 22 5 99 1919317
2 22 6 115 1974686
2 22 7 91 2014885
2 22 8 98 2047208
2 22 9 116 2127076
2 22 10 82 2133337
2 22 11 102 2134033
2 22 12 108 2127288
2 22 13 100 2161210
2 22 14 98 2118642
2 22 15 102 2086713
2 22 16 79 2056431
2 22 17 85 1981098
2 22 18 78 1878081
2 22 19 85 1832456
2 22 20 73 1797696
2 22 21 83 1835906
2 22 22 80 1906833
2 22 23 96 1930030
2 22 24 83 1803160
2 22 25 60 1712695
2 22 26 50 1685176
2 22 27 81 1733740
2 22 28 83 1725436
2 22 29 71 1807150
2 22 30 80 1856927
2 22 31 72 1920883
2 22 32 79 2027153
2 22 33 93 2052545
2 22 34 75 2028624
2 22 35 77 2015267
2 22 36 66 1998342
2 23 1 119 1731071
2 23 2 91 1745505
2 23 3 103 1746717
2 23 4 113 1815639
2 23 5 119 1866708
2 23 6 121 1922964
2 23 7 107 1979490
2 23 8 128 2024911
2 23 9 120 2059503
2 23 10 136 2138494
2 23 11 135 2143999
2 23 12 112 2142253
2 23 13 130 2132900
2 23 14 113 2162568
2 23 15 129 2118255
2 23 16 109 2085039
2 23 17 97 2051583
2 23 18 100 1976197
2 23 19 118 1870029
2 23 20 108 1824071
2 23 21 88 1796501
2 23 22 77 1838571
2 23 23 72 1912734
2 23 24 98 1936130
2 23 25 77 1812124
2 23 26 74 1724373
2 23 27 68 1701900
2 23 28 86 1752661
2 23 29 89 1744637
2 23 30 82 1807299
2 23 31 84 1875944
2 23 32 83 1939914
2 23 33 92 2045864
2 23 34 100 2069434
2 23 35 75 2043363
2 23 36 87 2030802
2 24 1 150 1920683
2 24 2 133 1787577
2 24 3 151 1797921
2 24 4 140 1794760
2 24 5 134 1861910
2 24 6 129 1909590
2 24 7 112 1961401
2 24 8 133 2017302
2 24 9 139 2058691
2 24 10 141 2086718
2 24 11 126 2165000
2 24 12 171 2173287
2 24 13 143 2173465
2 24 14 105 2166208
2 24 15 122 2198923
2 24 16 141 2157215
2 24 17 112 2125100
2 24 18 120 2094664
2 24 19 110 2019199
2 24 20 98 1915188
2 24 21 102 1876648
2 24 22 120 1848485
2 24 23 110 1891279
2 24 24 97 1962792
2 24 25 108 1984262
2 24 26 116 1856616
2 24 27 102 1769946
2 24 28 75 1745362
2 24 29 75 1793094
2 24 30 94 1801192
2 24 31 89 1827019
2 24 32 93 1895734
2 24 33 101 1959606
2 24 34 89 2066695
2 24 35 88 2084955
2 24 36 90 2059467
2 25 1 143 1377357
2 25 2 180 1901185
2 25 3 149 1773233
2 25 4 150 1787090
2 25 5 129 1788522
2 25 6 132 1858794
2 25 7 126 1908870
2 25 8 149 1967297
2 25 9 149 2027047
2 25 10 159 2070704
2 25 11 140 2103958
2 25 12 122 2178578
2 25 13 135 2183126
2 25 14 154 2179358
2 25 15 127 2169280
2 25 16 132 2198590
2 25 17 145 2153000
2 25 18 122 2119272
2 25 19 129 2084066
2 25 20 128 2017380
2 25 21 122 1921945
2 25 22 137 1890967
2 25 23 114 1870544
2 25 24 122 1917203
2 25 25 113 1995602
2 25 26 121 2024591
2 25 27 95 1905811
2 25 28 90 1822893
2 25 29 89 1800091
2 25 30 105 1825539
2 25 31 111 1821708
2 25 32 87 1847481
2 25 33 94 1916211
2 25 34 95 1966430
2 25 35 112 2082678
2 25 36 113 2101758
2 26 1 154 1392987
2 26 2 135 1365819
2 26 3 162 1884209
2 26 4 176 1758493
2 26 5 169 1774090
2 26 6 175 1776264
2 26 7 151 1845641
2 26 8 142 1898900
2 26 9 158 1957619
2 26 10 180 2018570
2 26 11 129 2061325
2 26 12 144 2094607
2 26 13 153 2169332
2 26 14 160 2174650
2 26 15 172 2173178
2 26 16 184 2165178
2 26 17 149 2194551
2 26 18 166 2151372
2 26 19 151 2118399
2 26 20 159 2088255
2 26 21 149 2030878
2 26 22 126 1934222
2 26 23 116 1901221
2 26 24 124 1875856
2 26 25 147 1919907
2 26 26 133 1995251
2 26 27 146 2023255
2 26 28 129 1901814
2 26 29 125 1814511
2 26 30 108 1809773
2 26 31 116 1845622
2 26 32 94 1841572
2 26 33 123 1867309
2 26 34 114 1912938
2 26 35 104 1982104
2 26 36 105 2099084
2 27 1 159 1437071
2 27 2 147 1418574
2 27 3 152 1390005
2 27 4 197 1914165
2 27 5 180 1787517
2 27 6 177 1802462
2 27 7 172 1802686
2 27 8 164 1874645
2 27 9 173 1927190
2 27 10 194 1988156
2 27 11 149 2042784
2 27 12 157 2084176
2 27 13 185 2115432
2 27 14 189 2188774
2 27 15 198 2193654
2 27 16 178 2190907
2 27 17 169 2180494
2 27 18 170 2209097
2 27 19 181 2163182
2 27 20 183 2135671
2 27 21 168 2119543
2 27 22 177 2065345
2 27 23 183 1971018
2 27 24 155 1937823
2 27 25 151 1914684
2 27 26 167 1961996
2 27 27 166 2043160
2 27 28 159 2072411
2 27 29 126 1949823
2 27 30 113 1849371
2 27 31 139 1829359
2 27 32 125 1865065
2 27 33 127 1861102
2 27 34 122 1893814
2 27 35 112 1928346
2 27 36 154 1997970
2 28 1 189 1513785
2 28 2 194 1433048
2 28 3 188 1408310
2 28 4 173 1374580
2 28 5 209 1885425
2 28 6 225 1753060
2 28 7 194 1759117
2 28 8 202 1754754
2 28 9 173 1817030
2 28 10 197 1862717
2 28 11 220 1912158
2 28 12 191 1961202
2 28 13 207 1997201
2 28 14 215 2024107
2 28 15 220 2092212
2 28 16 203 2093886
2 28 17 235 2088213
2 28 18 198 2075641
2 28 19 181 2099579
2 28 20 181 2069754
2 28 21 176 2057984
2 28 22 214 2051560
2 28 23 186 2008375
2 28 24 183 1922955
2 28 25 163 1898552
2 28 26 179 1883792
2 28 27 162 1939616
2 28 28 161 2025637
2 28 29 148 2060374
2 28 30 153 1961752
2 28 31 157 1868664
2 28 32 138 1848475
2 28 33 136 1884145
2 28 34 120 1851096
2 28 35 125 1908961
2 28 36 118 1944149
2 29 1 191 1340531
2 29 2 218 1534183
2 29 3 202 1463909
2 29 4 217 1450032
2 29 5 204 1427322
2 29 6 237 1971197
2 29 7 241 1845841
2 29 8 254 1868659
2 29 9 217 1877469
2 29 10 226 1953245
2 29 11 259 1999462
2 29 12 244 2056406
2 29 13 246 2113464
2 29 14 246 2157601
2 29 15 219 2194256
2 29 16 260 2271547
2 29 17 234 2279996
2 29 18 203 2281253
2 29 19 239 2275241
2 29 20 231 2283730
2 29 21 215 2280855
2 29 22 253 2248571
2 29 23 238 2221983
2 29 24 199 2153216
2 29 25 191 2043859
2 29 26 207 1999214
2 29 27 196 1967210
2 29 28 179 2004603
2 29 29 189 2071169
2 29 30 191 2065262
2 29 31 177 1979934
2 29 32 142 1886702
2 29 33 164 1866476
2 29 34 157 1911886
2 29 35 135 1865435
2 29 36 158 1923870
2 30 1 218 1325656
2 30 2 222 1407463
2 30 3 274 1598752
2 30 4 221 1516194
2 30 5 222 1493346
2 30 6 218 1460678
2 30 7 271 2001290
2 30 8 258 1865755
2 30 9 250 1876915
2 30 10 250 1874807
2 30 11 269 1945556
2 30 12 256 1987388
2 30 13 243 2039755
2 30 14 290 2092816
2 30 15 253 2133465
2 30 16 254 2164643
2 30 17 270 2238205
2 30 18 271 2241832
2 30 19 279 2238449
2 30 20 277 2260895
2 30 21 299 2264825
2 30 22 246 2273195
2 30 23 242 2252300
2 30 24 263 2233339
2 30 25 249 2174074
2 30 26 247 2074010
2 30 27 211 2040676
2 30 28 219 2017837
2 30 29 193 2064871
2 30 30 179 2124362
2 30 31 246 2082506
2 30 32 202 1997157
2 30 33 180 1903892
2 30 34 171 1865327
2 30 35 186 1925586
2 30 36 173 1879628
2 31 1 234 1196116
2 31 2 269 1265934
2 31 3 256 1347631
2 31 4 272 1535205
2 31 5 292 1460437
2 31 6 284 1442411
2 31 7 268 1414333
2 31 8 283 1945310
2 31 9 309 1818845
2 31 10 300 1839125
2 31 11 274 1838490
2 31 12 276 1905670
2 31 13 316 1945745
2 31 14 314 1996135
2 31 15 325 2047765
2 31 16 328 2086900
2 31 17 323 2116376
2 31 18 345 2187389
2 31 19 349 2190140
2 31 20 312 2183483
2 31 21 347 2224870
2 31 22 310 2226383
2 31 23 340 2231335
2 31 24 308 2204795
2 31 25 301 2182021
2 31 26 288 2120192
2 31 27 279 2020569
2 31 28 280 1984295
2 31 29 249 1957054
2 31 30 245 2026719
2 31 31 252 2139818
2 31 32 242 2097860
2 31 33 205 2012526
2 31 34 192 1919859
2 31 35 202 1877567
2 31 36 243 1938403
2 32 1 253 1188577
2 32 2 268 1210712
2 32 3 264 1280625
2 32 4 272 1362351
2 32 5 299 1551302
2 32 6 308 1476067
2 32 7 293 1457475
2 32 8 308 1431579
2 32 9 357 1964822
2 32 10 354 1838861
2 32 11 388 1851858
2 32 12 367 1849483
2 32 13 299 1915259
2 32 14 290 1954457
2 32 15 376 2004611
2 32 16 365 2055722
2 32 17 360 2094049
2 32 18 367 2123474
2 32 19 364 2192941
2 32 20 350 2199813
2 32 21 374 2208728
2 32 22 367 2252428
2 32 23 329 2255984
2 32 24 327 2259893
2 32 25 310 2233601
2 32 26 348 2211622
2 32 27 316 2151727
2 32 28 296 2051963
2 32 29 279 2014551
2 32 30 277 1993839
2 32 31 284 2040078
2 32 32 304 2152985
2 32 33 249 2111150
2 32 34 303 2016055
2 32 35 226 1930560
2 32 36 243 1888544
2 33 1 299 1165118
2 33 2 310 1184364
2 33 3 325 1205641
2 33 4 307 1274465
2 33 5 330 1355611
2 33 6 344 1542246
2 33 7 336 1467010
2 33 8 356 1451158
2 33 9 327 1425027
2 33 10 396 1953379
2 33 11 398 1821954
2 33 12 383 1835114
2 33 13 386 1834135
2 33 14 392 1901047
2 33 15 433 1942837
2 33 16 412 1994251
2 33 17 399 2046946
2 33 18 379 2088027
2 33 19 379 2118948
2 33 20 421 2194564
2 33 21 390 2210724
2 33 22 423 2217722
2 33 23 397 2258856
2 33 24 427 2257257
2 33 25 384 2257400
2 33 26 416 2227317
2 33 27 372 2203422
2 33 28 360 2140397
2 33 29 277 2036474
2 33 30 332 2002122
2 33 31 335 2005800
2 33 32 318 2051901
2 33 33 322 2164691
2 33 34 281 2138896
2 33 35 281 2025440
2 33 36 260 1940342
2 34 1 367 1160999
2 34 2 316 1200348
2 34 3 319 1219826
2 34 4 373 1241443
2 34 5 294 1312667
2 34 6 361 1396408
2 34 7 424 1589174
2 34 8 363 1513287
2 34 9 356 1495804
2 34 10 392 1465039
2 34 11 459 2004801
2 34 12 463 1869572
2 34 13 471 1883195
2 34 14 497 1882920
2 34 15 469 1952210
2 34 16 446 1995996
2 34 17 502 2049848
2 34 18 461 2105617
2 34 19 505 2149020
2 34 20 506 2177981
2 34 21 500 2264758
2 34 22 514 2278286
2 34 23 473 2281775
2 34 24 469 2317622
2 34 25 519 2311193
2 34 26 457 2306424
2 34 27 412 2273337
2 34 28 452 2244668
2 34 29 381 2176173
2 34 30 371 2072392
2 34 31 332 2012949
2 34 32 360 2016524
2 34 33 340 2062610
2 34 34 330 2170846
2 34 35 313 2147212
2 34 36 319 2034144
2 35 1 385 1147211
2 35 2 405 1158179
2 35 3 390 1194341
2 35 4 402 1210913
2 35 5 388 1230188
2 35 6 405 1297862
2 35 7 410 1376970
2 35 8 416 1565939
2 35 9 415 1488155
2 35 10 429 1472083
2 35 11 350 1451285
2 35 12 499 1984076
2 35 13 497 1851284
2 35 14 522 1865877
2 35 15 502 1866779
2 35 16 495 1937280
2 35 17 466 1981303
2 35 18 562 2036030
2 35 19 540 2092267
2 35 20 534 2150152
2 35 21 583 2181194
2 35 22 575 2273965
2 35 23 491 2293644
2 35 24 554 2301210
2 35 25 567 2342507
2 35 26 523 2342063
2 35 27 529 2344978
2 35 28 522 2317740
2 35 29 444 2293916
2 35 30 463 2209906
2 35 31 466 2082567
2 35 32 444 2023107
2 35 33 409 2026717
2 35 34 405 2058583
2 35 35 405 2178604
2 35 36 415 2155404
2 36 1 413 1129812
2 36 2 413 1145408
2 36 3 436 1153776
2 36 4 446 1187501
2 36 5 422 1202284
2 36 6 386 1219095
2 36 7 444 1282990
2 36 8 460 1360633
2 36 9 555 1543503
2 36 10 499 1468467
2 36 11 465 1456532
2 36 12 504 1434536
2 36 13 615 1958032
2 36 14 633 1825729
2 36 15 571 1838935
2 36 16 581 1838185
2 36 17 580 1905646
2 36 18 609 1948079
2 36 19 612 2000075
2 36 20 636 2055598
2 36 21 606 2117198
2 36 22 648 2148696
2 36 23 578 2240741
2 36 24 612 2258558
2 36 25 619 2265531
2 36 26 594 2305735
2 36 27 615 2306431
2 36 28 568 2309027
2 36 29 540 2281275
2 36 30 507 2265296
2 36 31 504 2219478
2 36 32 482 2092200
2 36 33 453 2032705
2 36 34 453 2026982
2 36 35 452 2066076
2 36 36 475 2186347
2 37 1 490 1114191
2 37 2 474 1131742
2 37 3 518 1147514
2 37 4 503 1156528
2 37 5 493 1191539
2 37 6 521 1206834
2 37 7 483 1223592
2 37 8 466 1290455
2 37 9 515 1368952
2 37 10 584 1554927
2 37 11 520 1477474
2 37 12 523 1465156
2 37 13 571 1443781
2 37 14 719 1970457
2 37 15 628 1839662
2 37 16 650 1853968
2 37 17 689 1854479
2 37 18 692 1923441
2 37 19 666 1967513
2 37 20 654 2020625
2 37 21 687 2082042
2 37 22 692 2140920
2 37 23 716 2169272
2 37 24 733 2255413
2 37 25 734 2268275
2 37 26 697 2270429
2 37 27 697 2306750
2 37 28 687 2302365
2 37 29 675 2298941
2 37 30 643 2264232
2 37 31 629 2273567
2 37 32 572 2227822
2 37 33 556 2100588
2 37 34 496 2040473
2 37 35 446 2033512
2 37 36 490 2072917
2 38 1 578 1133907
2 38 2 603 1110559
2 38 3 559 1125475
2 38 4 560 1139004
2 38 5 508 1146187
2 38 6 561 1178244
2 38 7 510 1190100
2 38 8 504 1205809
2 38 9 533 1268778
2 38 10 577 1344325
2 38 11 647 1514254
2 38 12 646 1432981
2 38 13 649 1415500
2 38 14 617 1391231
2 38 15 784 1891625
2 38 16 729 1758558
2 38 17 747 1766424
2 38 18 716 1760823
2 38 19 724 1822013
2 38 20 747 1872858
2 38 21 779 1925054
2 38 22 806 1993915
2 38 23 744 2060523
2 38 24 761 2096621
2 38 25 831 2189871
2 38 26 849 2212513
2 38 27 757 2225485
2 38 28 774 2271533
2 38 29 772 2276449
2 38 30 748 2286537
2 38 31 739 2271178
2 38 32 644 2280478
2 38 33 651 2234803
2 38 34 591 2098282
2 38 35 557 2045877
2 38 36 543 2039324
2 39 1 568 1140600
2 39 2 603 1142621
2 39 3 644 1123053
2 39 4 622 1142523
2 39 5 572 1161248
2 39 6 568 1172861
2 39 7 559 1209518
2 39 8 554 1228186
2 39 9 575 1249160
2 39 10 615 1319244
2 39 11 653 1405094
2 39 12 681 1590792
2 39 13 636 1515797
2 39 14 702 1506904
2 39 15 689 1489069
2 39 16 894 2038303
2 39 17 870 1910733
2 39 18 871 1931861
2 39 19 788 1940520
2 39 20 858 1982194
2 39 21 848 2062627
2 39 22 855 2101479
2 39 23 849 2157515
2 39 24 853 2208106
2 39 25 881 2225883
2 39 26 783 2303268
2 39 27 905 2306352
2 39 28 920 2298743
2 39 29 871 2323573
2 39 30 820 2306214
2 39 31 806 2292675
2 39 32 850 2277316
2 39 33 794 2286643
2 39 34 670 2244949
2 39 35 676 2103092
2 39 36 648 2050990
2 40 1 811 1172177
2 40 2 670 1147297
2 40 3 664 1150874
2 40 4 672 1132838
2 40 5 718 1154718
2 40 6 660 1175196
2 40 7 670 1188083
2 40 8 669 1228805
2 40 9 642 1249703
2 40 10 698 1268985
2 40 11 669 1325446
2 40 12 818 1406534
2 40 13 828 1586515
2 40 14 810 1507006
2 40 15 771 1493658
2 40 16 794 1473821
2 40 17 978 2006543
2 40 18 946 1873191
2 40 19 1024 1888349
2 40 20 924 1921308
2 40 21 941 1942321
2 40 22 926 2031086
2 40 23 951 2079826
2 40 24 944 2143941
2 40 25 967 2204413
2 40 26 1002 2233021
2 40 27 1042 2321879
2 40 28 1002 2337274
2 40 29 915 2341168
2 40 30 954 2355879
2 40 31 963 2311829
2 40 32 914 2298331
2 40 33 877 2282992
2 40 34 873 2293001
2 40 35 795 2249144
2 40 36 712 2107717
2 41 1 915 1237204
2 41 2 806 1166763
2 41 3 778 1137583
2 41 4 772 1136938
2 41 5 713 1115473
2 41 6 770 1132656
2 41 7 745 1147911
2 41 8 783 1157847
2 41 9 714 1193258
2 41 10 796 1208674
2 41 11 764 1222205
2 41 12 821 1278657
2 41 13 808 1359652
2 41 14 958 1537120
2 41 15 883 1463466
2 41 16 850 1453346
2 41 17 833 1436582
2 41 18 1058 1960815
2 41 19 1056 1834717
2 41 20 1039 1843766
2 41 21 1032 1880096
2 41 22 1049 1897572
2 41 23 1064 1981213
2 41 24 1044 2024020
2 41 25 1062 2082037
2 41 26 1072 2136048
2 41 27 1123 2159598
2 41 28 1065 2241259
2 41 29 1073 2250723
2 41 30 1056 2275489
2 41 31 1093 2360449
2 41 32 1024 2316222
2 41 33 986 2302796
2 41 34 915 2293174
2 41 35 1007 2296103
2 41 36 930 2252626
2 42 1 1044 1207729
2 42 2 1073 1236522
2 42 3 896 1166483
2 42 4 907 1137719
2 42 5 923 1138087
2 42 6 840 1116961
2 42 7 861 1134235
2 42 8 878 1151567
2 42 9 877 1162239
2 42 10 835 1197494
2 42 11 836 1214355
2 42 12 894 1226518
2 42 13 910 1282350
2 42 14 991 1362815
2 42 15 1037 1539811
2 42 16 982 1465042
2 42 17 942 1454126
2 42 18 999 1437330
2 42 19 1214 1960178
2 42 20 1232 1835038
2 42 21 1189 1841930
2 42 22 1100 1882637
2 42 23 1154 1903998
2 42 24 1189 1990736
2 42 25 1130 2036834
2 42 26 1206 2099165
2 42 27 1202 2157438
2 42 28 1187 2185455
2 42 29 1185 2271051
2 42 30 1185 2285144
2 42 31 1167 2278948
2 42 32 1202 2363824
2 42 33 1189 2319693
2 42 34 1107 2300286
